Event Category,City,Total Events
"Yes, I'm good at spotting fake news",Wausau,16
"Yes, think I could tell if an article was telling the truth",Greenville,16
"Yes, think I could tell if an article was telling the truth",Cincinnati,16
"Yes, think I could tell if an article was telling the truth",Salt Lake City,16
Call them out,New Orleans,15
Call them out,Raleigh,15
Call them out,Norwich,15
Call them out,Eugene,15
Ignore it,Miami,15
Ignore it,DeKalb,15
Ignore it,Elizabethtown,15
Ignore it,Fargo,15
Ignore it,Las Vegas,15
Ignore it,Syracuse,15
Ignore it,Salem,15
Ignore it,Green Bay,15
"No, I believe most news articles are false",Orlando,15
"No, I believe most news articles are false",Cincinnati,15
"No, I don't I could tell if an article was telling the truth",Phoenix,15
"No, I'm bad at spotting fake news",Sioux City,15
"No, I'm bad at spotting fake news",Elkhart,15
"No, I'm bad at spotting fake news",Oklahoma City,15
"No, I'm bad at spotting fake news",Knoxville,15
"No, I'm bad at spotting fake news",Windber,15
Share it if you like it,Portland,15
"Yes, I believe most news articles are true",Minneapolis,15
"Yes, I have heard of fake news",Huntsville,15
"Yes, I have heard of fake news",Eureka,15
"Yes, I have heard of fake news",Boulder,15
"Yes, I have heard of fake news",Fort Collins,15
"Yes, I have heard of fake news",Pueblo,15
"Yes, I have heard of fake news",High Springs,15
"Yes, I have heard of fake news",Davenport,15
"Yes, I have heard of fake news",Newton,15
"Yes, I have heard of fake news",Champaign,15
"Yes, I have heard of fake news",Peru,15
"Yes, I have heard of fake news",Springfield,15
"Yes, I have heard of fake news",Anderson,15
"Yes, I have heard of fake news",Franklin,15
"Yes, I have heard of fake news",Kokomo,15
"Yes, I have heard of fake news",Lafayette,15
"Yes, I have heard of fake news",Hutchinson,15
"Yes, I have heard of fake news",West Liberty,15
"Yes, I have heard of fake news",Slidell,15
"Yes, I have heard of fake news",Wilkesboro,15
"Yes, I have heard of fake news",Manchester,15
"Yes, I have heard of fake news",Sidney,15
"Yes, I have heard of fake news",Chillicothe,15
"Yes, I have heard of fake news",Mount Vernon,15
"Yes, I have heard of fake news",Bloomsburg,15
"Yes, I have heard of fake news",Ellwood City,15
"Yes, I have heard of fake news",Gettysburg,15
"Yes, I have heard of fake news",Pottstown,15
"Yes, I have heard of fake news",Kennewick,15
"Yes, I have heard of fake news",Casper,15
"Yes, I have heard of fake news",Hot Springs,15
"Yes, I'm good at spotting fake news",Wasilla,15
"Yes, I'm good at spotting fake news",Jonesboro,15
"Yes, I'm good at spotting fake news",Mountain Home,15
"Yes, I'm good at spotting fake news",Lompoc,15
"Yes, I'm good at spotting fake news",New Haven,15
"Yes, I'm good at spotting fake news",Fort Wayne,15
"Yes, I'm good at spotting fake news",Saint John,15
"Yes, I'm good at spotting fake news",Midland,15
"Yes, I'm good at spotting fake news",Columbia,15
"Yes, I'm good at spotting fake news",Kalispell,15
"Yes, I'm good at spotting fake news",Sidney,15
"Yes, I'm good at spotting fake news",Medford,15
"Yes, I'm good at spotting fake news",Salem,15
"Yes, I'm good at spotting fake news",Providence,15
"Yes, I'm good at spotting fake news",Wichita Falls,15
Call them out,Missoula,14
Call them out,Sioux Falls,14
Ignore it,Aurora,14
Ignore it,Hays,14
Ignore it,Billings,14
Ignore it,Marion,14
Ignore it,Wenatchee,14
Ignore it,Lakewood,14
"No, I believe most news articles are false",Anchorage,14
"No, I believe most news articles are false",Indianapolis,14
"No, I believe most news articles are false",Kansas City,14
"No, I don't I could tell if an article was telling the truth",Minneapolis,14
"No, I don't I could tell if an article was telling the truth",Charlotte,14
"No, I don't I could tell if an article was telling the truth",Albuquerque,14
"No, I don't I could tell if an article was telling the truth",Portland,14
"No, I don't I could tell if an article was telling the truth",Nashville,14
"No, I have not heard of fake news",Colorado Springs,14
"No, I have not heard of fake news",Jacksonville,14
"No, I have not heard of fake news",Boise,14
"No, I'm bad at spotting fake news",Springfield,14
"No, I'm bad at spotting fake news",Altoona,14
"No, I'm bad at spotting fake news",Johnson City,14
"No, I'm bad at spotting fake news",El Paso,14
"No, I'm bad at spotting fake news",West Jordan,14
"No, I'm bad at spotting fake news",Spokane,14
"No, I'm bad at spotting fake news",Milwaukee,14
Share it if you like it,Denver,14
Share it if you like it,St. Louis,14
Share it if you like it,Omaha,14
Share it if you like it,Nashville,14
"Yes, I believe most news articles are true",Omaha,14
"Yes, I have heard of fake news",Russellville,14
"Yes, I have heard of fake news",Gilbert,14
"Yes, I have heard of fake news",Irvine,14
"Yes, I have heard of fake news",Riverside,14
"Yes, I have heard of fake news",Santa Clara,14
"Yes, I have heard of fake news",Santa Rosa,14
"Yes, I have heard of fake news",Ukiah,14
"Yes, I have heard of fake news",Columbus,14
"Yes, I have heard of fake news",Dalton,14
"Yes, I have heard of fake news",Baldwin City,14
"Yes, I have heard of fake news",Pikeville,14
"Yes, I have heard of fake news",Hammond,14
"Yes, I have heard of fake news",Brownfield,14
"Yes, I have heard of fake news",Mount Pleasant,14
"Yes, I have heard of fake news",Port Huron,14
"Yes, I have heard of fake news",Royal Oak,14
"Yes, I have heard of fake news",Sturgis,14
"Yes, I have heard of fake news",Gastonia,14
"Yes, I have heard of fake news",Greensboro,14
"Yes, I have heard of fake news",Bismarck,14
"Yes, I have heard of fake news",Rio Rancho,14
"Yes, I have heard of fake news",Amsterdam,14
"Yes, I have heard of fake news",Akron,14
"Yes, I have heard of fake news",Medina,14
"Yes, I have heard of fake news",Edmond,14
"Yes, I have heard of fake news",Scranton,14
"Yes, I have heard of fake news",Lafayette,14
"Yes, I have heard of fake news",Barre,14
"Yes, I have heard of fake news",Rutland,14
"Yes, I have heard of fake news",Bellevue,14
"Yes, I have heard of fake news",Kirkland,14
"Yes, I have heard of fake news",Woodbury,14
"Yes, I'm good at spotting fake news",Mesa,14
"Yes, I'm good at spotting fake news",Aurora,14
"Yes, I'm good at spotting fake news",Newton,14
"Yes, I'm good at spotting fake news",Elkhart,14
"Yes, I'm good at spotting fake news",Lexington,14
"Yes, I'm good at spotting fake news",Saint Paul,14
"Yes, I'm good at spotting fake news",Jackson,14
"Yes, I'm good at spotting fake news",Norfolk,14
"Yes, I'm good at spotting fake news",Cherry Hill,14
"Yes, I'm good at spotting fake news",Parsippany-Troy Hills,14
"Yes, I'm good at spotting fake news",Cleveland,14
"Yes, I'm good at spotting fake news",Lincoln,14
"Yes, I'm good at spotting fake news",Garland,14
"Yes, I'm good at spotting fake news",Wenatchee,14
"Yes, I'm good at spotting fake news",Appleton,14
"Yes, I'm good at spotting fake news",Fairmont,14
"Yes, I'm good at spotting fake news",Queensbury,14
"Yes, think I could tell if an article was telling the truth",Boston,14
Call them out,San Jose,13
Call them out,Miami,13
Call them out,Wichita,13
Call them out,Billings,13
Call them out,Lincoln,13
Call them out,Reno,13
Call them out,Ashburn,13
Call them out,Milwaukee,13
Ignore it,Mesa,13
Ignore it,Rockford,13
Ignore it,Lexington,13
Ignore it,Livonia,13
Ignore it,Kalispell,13
Ignore it,Grand Island,13
Ignore it,Newark,13
Ignore it,Welch,13
"No, I have not heard of fake news",Aurora,13
"No, I have not heard of fake news",Charlottesville,13
"No, I'm bad at spotting fake news",Aurora,13
"No, I'm bad at spotting fake news",New Orleans,13
"No, I'm bad at spotting fake news",Grand Rapids,13
"No, I'm bad at spotting fake news",Raleigh,13
"No, I'm bad at spotting fake news",Fargo,13
"No, I'm bad at spotting fake news",Mount Laurel,13
"No, I'm bad at spotting fake news",Erie,13
"No, I'm bad at spotting fake news",Lancaster,13
"No, I'm bad at spotting fake news",Vancouver,13
Share it if you like it,Ann Arbor,13
Share it if you like it,Minneapolis,13
Share it if you like it,Albuquerque,13
"Yes, I believe most news articles are true",Nashville,13
"Yes, I have heard of fake news",Idaho Falls,13
"Yes, I have heard of fake news",Arlington Heights,13
"Yes, I have heard of fake news",Normal,13
"Yes, I have heard of fake news",Evansville,13
"Yes, I have heard of fake news",Peru,13
"Yes, I have heard of fake news",Tell City,13
"Yes, I have heard of fake news",Mandeville,13
"Yes, I have heard of fake news",Greenfield,13
"Yes, I have heard of fake news",Mansfield,13
"Yes, I have heard of fake news",Portland,13
"Yes, I have heard of fake news",Battle Creek,13
"Yes, I have heard of fake news",Bay City,13
"Yes, I have heard of fake news",Coldwater,13
"Yes, I have heard of fake news",Davison,13
"Yes, I have heard of fake news",Jackson,13
"Yes, I have heard of fake news",Mankato,13
"Yes, I have heard of fake news",Cape Girardeau,13
"Yes, I have heard of fake news",Tupelo,13
"Yes, I have heard of fake news",Fayetteville,13
"Yes, I have heard of fake news",Santa Fe,13
"Yes, I have heard of fake news",Lancaster,13
"Yes, I have heard of fake news",Logan,13
"Yes, I have heard of fake news",Norman,13
"Yes, I have heard of fake news",Woodward,13
"Yes, I have heard of fake news",Hood River,13
"Yes, I have heard of fake news",Klamath Falls,13
"Yes, I have heard of fake news",Bethlehem,13
"Yes, I have heard of fake news",Hazleton,13
"Yes, I have heard of fake news",Hermitage,13
"Yes, I have heard of fake news",Uniontown,13
"Yes, I have heard of fake news",Spearfish,13
"Yes, I have heard of fake news",Cleveland,13
"Yes, I have heard of fake news",Livingston,13
"Yes, I have heard of fake news",Abilene,13
"Yes, I have heard of fake news",Frisco,13
"Yes, I have heard of fake news",Lufkin,13
"Yes, I have heard of fake news",Orem,13
"Yes, I have heard of fake news",Everett,13
"Yes, I have heard of fake news",Redmond,13
"Yes, I have heard of fake news",Marshfield,13
"Yes, I have heard of fake news",Waukesha,13
"Yes, I have heard of fake news",Clarksburg,13
"Yes, I have heard of fake news",Parkersburg,13
"Yes, I have heard of fake news",Dunmore,13
"Yes, I have heard of fake news",Middleburg Heights,13
"Yes, I'm good at spotting fake news",Loveland,13
"Yes, I'm good at spotting fake news",Franklin,13
"Yes, I'm good at spotting fake news",Springfield,13
"Yes, I'm good at spotting fake news",Port Huron,13
"Yes, I'm good at spotting fake news",Saint Cloud,13
"Yes, I'm good at spotting fake news",Lawton,13
"Yes, I'm good at spotting fake news",Dallas,13
"Yes, I'm good at spotting fake news",Corpus Christi,13
"Yes, I'm good at spotting fake news",West Jordan,13
"Yes, I'm good at spotting fake news",Rhinelander,13
"Yes, I'm good at spotting fake news",Moorefield,13
"Yes, I'm good at spotting fake news",Rock Springs,13
"Yes, I'm good at spotting fake news",Milwaukie,13
"Yes, think I could tell if an article was telling the truth",Portland,13
Call them out,Saint John,12
Call them out,Columbia,12
Call them out,Bozeman,12
Call them out,Rochester,12
Call them out,Utica,12
Call them out,Knoxville,12
Call them out,Charlottesville,12
Call them out,Windber,12
Ignore it,Dalton,12
Ignore it,Cedar Rapids,12
Ignore it,Creston,12
Ignore it,Peoria,12
Ignore it,Saint Cloud,12
Ignore it,Winona,12
Ignore it,Ozark,12
Ignore it,Durham,12
Ignore it,Mansfield,12
Ignore it,Toledo,12
Ignore it,Greensburg,12
Ignore it,Lancaster,12
Ignore it,Wilkes-Barre,12
Ignore it,Kingsport,12
Ignore it,Wichita Falls,12
Ignore it,St. George,12
Ignore it,West Jordan,12
Ignore it,Fond du Lac,12
Ignore it,Wausau,12
Ignore it,Queensbury,12
"No, I believe most news articles are false",Charlotte,12
"No, I believe most news articles are false",Plattsburgh,12
"No, I don't I could tell if an article was telling the truth",Anchorage,12
"No, I don't I could tell if an article was telling the truth",Boston,12
"No, I don't I could tell if an article was telling the truth",Kansas City,12
"No, I don't I could tell if an article was telling the truth",Cincinnati,12
"No, I don't I could tell if an article was telling the truth",Austin,12
"No, I have not heard of fake news",Louisville,12
"No, I have not heard of fake news",Springfield,12
"No, I have not heard of fake news",Billings,12
"No, I have not heard of fake news",Raleigh,12
"No, I have not heard of fake news",Memphis,12
"No, I'm bad at spotting fake news",Mountain Home,12
"No, I'm bad at spotting fake news",Santa Maria,12
"No, I'm bad at spotting fake news",Des Moines,12
"No, I'm bad at spotting fake news",Hattiesburg,12
"No, I'm bad at spotting fake news",Billings,12
"No, I'm bad at spotting fake news",Wilmington,12
"No, I'm bad at spotting fake news",Johnstown,12
"No, I'm bad at spotting fake news",Green Bay,12
"Yes, I believe most news articles are true",Boston,12
"Yes, I have heard of fake news",Sierra Vista,12
"Yes, I have heard of fake news",Temecula,12
"Yes, I have heard of fake news",Windsor,12
"Yes, I have heard of fake news",Danville,12
"Yes, I have heard of fake news",Bloomington,12
"Yes, I have heard of fake news",Columbia City,12
"Yes, I have heard of fake news",Decatur,12
"Yes, I have heard of fake news",Topeka,12
"Yes, I have heard of fake news",Owensboro,12
"Yes, I have heard of fake news",Northampton,12
"Yes, I have heard of fake news",New Baltimore,12
"Yes, I have heard of fake news",Saginaw,12
"Yes, I have heard of fake news",Olive Branch,12
"Yes, I have heard of fake news",Franklin,12
"Yes, I have heard of fake news",Claremont,12
"Yes, I have heard of fake news",Newark,12
"Yes, I have heard of fake news",North Olmsted,12
"Yes, I have heard of fake news",Wauseon,12
"Yes, I have heard of fake news",Boardman,12
"Yes, I have heard of fake news",Grants Pass,12
"Yes, I have heard of fake news",Chambersburg,12
"Yes, I have heard of fake news",State College,12
"Yes, I have heard of fake news",Myrtle Beach,12
"Yes, I have heard of fake news",Sevierville,12
"Yes, I have heard of fake news",Cypress,12
"Yes, I have heard of fake news",Waxahachie,12
"Yes, I have heard of fake news",Ogden,12
"Yes, I have heard of fake news",Vernal,12
